1710210797313,120.8089728,30.8105351,30.81
1710210798316,120.8089749,30.8105363,30.81
1710210799319,120.8089773,30.8105373,30.81
1710210800322,120.8089797,30.8105381,30.81
1710210801325,120.8089821,30.8105388,30.81
1710210802328,120.8089848,30.8105395,30.81
1710210803331,120.8089880,30.8105406,30.81
1710210804334,120.8089922,30.8105425,30.81
1710210805337,120.8089975,30.8105450,30.81
1710210806340,120.8090038,30.8105475,30.81
1710210807343,120.8090106,30.8105497,30.81
1710210808346,120.8090177,30.8105512,30.81
1710210809349,120.8090248,30.8105520,30.81
1710210810352,120.8090318,30.8105516,30.81
1710210811355,120.8090384,30.8105501,30.81
1710210812358,120.8090448,30.8105475,30.81
1710210813361,120.8090508,30.8105440,30.81
1710210814364,120.8090566,30.8105400,30.81
1710210815367,120.8090627,30.8105357,30.81
1710210816370,120.8090692,30.8105312,30.81
1710210817373,120.8090761,30.8105264,30.81
1710210818376,120.8090834,30.8105214,30.81
1710210819379,120.8090909,30.8105159,30.81
1710210820382,120.8090998,30.8105084,30.81
1710210821385,120.8091056,30.8105029,30.81
1710210822388,120.8091130,30.8104951,30.81
1710210823391,120.8091216,30.8104851,30.81
1710210824394,120.8091291,30.8104762,30.81
1710210825397,120.8091371,30.8104671,30.81
1710210826400,120.8091456,30.8104578,30.81
1710210827403,120.8091545,30.8104483,30.81
1710210828406,120.8091638,30.8104385,30.81
1710210829409,120.8091731,30.8104284,30.81
1710210830412,120.8091824,30.8104179,30.81
1710210831415,120.8091917,30.8104070,30.81
1710210832418,120.8092010,30.8103959,30.81
1710210833421,120.8092106,30.8103847,30.81
1710210834424,120.8092205,30.8103735,30.81
1710210835427,120.8092307,30.8103625,30.81
1710210836430,120.8092414,30.8103516,30.81
1710210837433,120.8092523,30.8103409,30.81
1710210838436,120.8092634,30.8103300,30.81
1710210839439,120.8092745,30.8103192,30.81
1710210840442,120.8092855,30.8103082,30.81
1710210841445,120.8092964,30.8102972,30.81
1710210842448,120.8093074,30.8102862,30.81
1710210843451,120.8093183,30.8102752,30.81
1710210844454,120.8093294,30.8102643,30.81
1710210845457,120.8093404,30.8102533,30.81
1710210846460,120.8093513,30.8102423,30.81
1710210847463,120.8093622,30.8102313,30.81
1710210848466,120.8093731,30.8102202,30.81
1710210849469,120.8093840,30.8102092,30.81
1710210850472,120.8093950,30.8101983,30.81
1710210851475,120.8094061,30.8101875,30.81
1710210852478,120.8094172,30.8101767,30.81
1710210853481,120.8094283,30.8101659,30.81
1710210854484,120.8094393,30.8101551,30.81
1710210855487,120.8094502,30.8101444,30.81
1710210856490,120.8094611,30.8101336,30.81
1710210857493,120.8094718,30.8101228,30.81
1710210858496,120.8094825,30.8101120,30.81
1710210859499,120.8094933,30.8101013,30.81
1710210860502,120.8095040,30.8100906,30.81
1710210861505,120.8095149,30.8100799,30.81
1710210862508,120.8095258,30.8100693,30.81
1710210863511,120.8095367,30.8100588,30.81
1710210864514,120.8095476,30.8100483,30.81
1710210865517,120.8095586,30.8100380,30.81
1710210866520,120.8095698,30.8100277,30.81
1710210867523,120.8095809,30.8100174,30.81
1710210868526,120.8095921,30.8100072,30.81
1710210869529,120.8096034,30.8099970,30.81
1710210870532,120.8096147,30.8099868,30.81
1710210871535,120.8096260,30.8099765,30.81
1710210872539,120.8096372,30.8099662,30.81
1710210873542,120.8096484,30.8099559,30.81
1710210874545,120.8096595,30.8099456,30.81
1710210875548,120.8096706,30.8099353,30.81
1710210876551,120.8096817,30.8099249,30.81
1710210877554,120.8096927,30.8099147,30.81
1710210878567,120.8097038,30.8099044,30.81
1710210879571,120.8097149,30.8098942,30.81
1710210880577,120.8097259,30.8098840,30.81
1710210881580,120.8097368,30.8098736,30.81
1710210882583,120.8097477,30.8098633,30.81
1710210883586,120.8097586,30.8098529,30.81
1710210884589,120.8097717,30.8098405,30.81
1710210885592,120.8097829,30.8098303,30.81
1710210886595,120.8097940,30.8098201,30.81
1710210887598,120.8098052,30.8098100,30.81
1710210888601,120.8098165,30.8097999,30.81
