time,controlAngle,heading,ThrustValue_left,retRPM,ThrustValue_right,retRPM,origin
10:51:52.40,0.00,294.44,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:52.40,0.00,294.44,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:52.60,0.00,294.53,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:52.60,0.00,294.53,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:52.80,0.00,294.58,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:52.80,0.00,294.58,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:53.00,0.00,294.65,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:53.00,0.00,294.65,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:53.20,0.00,294.68,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:53.20,0.00,294.68,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805916
10:51:53.40,0.00,294.66,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805915
10:51:53.40,0.00,294.66,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810567,30.805915
10:51:53.60,0.00,294.70,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805915
10:51:53.60,0.00,294.70,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805915
10:51:53.80,0.00,294.76,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805915
10:51:53.80,0.00,294.76,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805915
10:51:54.00,0.00,294.81,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805915
10:51:54.00,0.00,294.81,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805915
10:51:54.20,0.00,294.88,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805914
10:51:54.20,0.00,294.88,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805914
10:51:54.40,0.00,294.95,0,0,0,0,28 04 0D 25 00 00 00 00 00 00 00 00 00 00 00 00 28 29 ,120.810566,30.805914
