1706847520989,120.8104153,30.8047497,30.80
1706847521990,120.8104137,30.8047483,30.80
1706847522991,120.8104120,30.8047470,30.80
1706847523992,120.8104104,30.8047456,30.80
1706847524995,120.8104086,30.8047441,30.80
1706847525998,120.8104069,30.8047423,30.80
1706847527001,120.8104055,30.8047399,30.80
1706847528004,120.8104040,30.8047353,30.80
1706847529005,120.8104031,30.8047303,30.80
1706847530008,120.8104030,30.8047243,30.80
1706847531008,120.8104040,30.8047178,30.80
1706847532011,120.8104061,30.8047114,30.80
1706847533014,120.8104092,30.8047056,30.80
1706847534017,120.8104127,30.8047008,30.80
1706847535020,120.8104167,30.8046970,30.80
1706847536020,120.8104212,30.8046940,30.80
1706847537023,120.8104261,30.8046914,30.80
1706847538023,120.8104321,30.8046891,30.80
1706847539026,120.8104391,30.8046873,30.80
1706847540027,120.8104468,30.8046865,30.80
1706847541030,120.8104545,30.8046870,30.80
1706847542031,120.8104614,30.8046887,30.80
1706847543032,120.8104666,30.8046922,30.80
1706847544033,120.8104700,30.8046967,30.80
1706847545037,120.8104716,30.8047024,30.80
1706847546037,120.8104721,30.8047087,30.80
1706847547038,120.8104724,30.8047158,30.80
1706847548039,120.8104729,30.8047236,30.80
1706847549042,120.8104736,30.8047320,30.80
1706847550045,120.8104741,30.8047412,30.80
1706847551048,120.8104738,30.8047511,30.80
1706847552049,120.8104720,30.8047614,30.80
1706847553050,120.8104686,30.8047720,30.80
1706847554050,120.8104637,30.8047830,30.80
1706847555051,120.8104584,30.8047946,30.80
1706847556052,120.8104534,30.8048067,30.80
1706847557053,120.8104493,30.8048195,30.80
1706847558054,120.8104460,30.8048330,30.80
1706847559055,120.8104425,30.8048470,30.80
1706847560055,120.8104379,30.8048614,30.80
1706847561056,120.8104327,30.8048763,30.80
1706847562056,120.8104283,30.8048918,30.80
1706847563056,120.8104267,30.8049076,30.80
1706847564059,120.8104286,30.8049231,30.80
1706847565060,120.8104335,30.8049382,30.80
1706847566063,120.8104410,30.8049527,30.80
1706847567064,120.8104502,30.8049670,30.80
1706847568065,120.8104600,30.8049815,30.80
1706847569068,120.8104697,30.8049965,30.80
1706847570069,120.8104788,30.8050121,30.81
1706847571072,120.8104877,30.8050282,30.81
1706847572075,120.8104969,30.8050443,30.81
1706847573076,120.8105068,30.8050602,30.81
1706847574077,120.8105177,30.8050757,30.81
1706847575078,120.8105293,30.8050911,30.81
1706847576081,120.8105414,30.8051062,30.81
1706847577084,120.8105535,30.8051213,30.81
1706847578087,120.8105655,30.8051365,30.81
1706847579088,120.8105772,30.8051519,30.81
1706847580091,120.8105885,30.8051674,30.81
1706847581092,120.8105998,30.8051831,30.81
1706847582095,120.8106114,30.8051986,30.81
1706847583096,120.8106232,30.8052141,30.81
1706847584099,120.8106353,30.8052293,30.81
1706847585100,120.8106477,30.8052443,30.81
1706847586103,120.8106603,30.8052592,30.81
1706847587103,120.8106730,30.8052741,30.81
1706847588106,120.8106858,30.8052889,30.81
1706847589107,120.8106985,30.8053038,30.81
1706847590107,120.8107111,30.8053187,30.81
1706847591110,120.8107236,30.8053337,30.81
1706847592113,120.8107362,30.8053485,30.81
1706847593114,120.8107488,30.8053633,30.81
1706847594115,120.8107616,30.8053780,30.81
1706847595116,120.8107745,30.8053926,30.81
1706847596117,120.8107874,30.8054071,30.81
